"id","area","address","building","longitude","latitude"
"1340","北京 - 通州 - 新华大街","北京城郊区","锅炉维修保养、锅炉安装改造、锅炉包烧运营","NULL","NULL"
"1341","北京 - 丰台 - 木樨园","刘家窑大中电器往南1000米","东森服装市场","NULL","NULL"
"1342","北京 - 海淀 - 大钟寺","大钟寺金五星市场二厅","大钟寺金五星市场二厅","NULL","NULL"
"1343","北京 - 海淀","龙岗路","永辉超市底商","NULL","NULL"
"1344","北京 - 海淀 - 知春路","海淀区大钟寺金五星市场二厅","海淀区大钟寺金五星市场二厅","NULL","NULL"
"1345","NULL","NULL","NULL","NULL","NULL"
"1346","NULL","武清","NULL","NULL","NULL"
"1347","北京 - 通州 - 其他","焦王庄潞潮嘉园底商","焦王庄","NULL","NULL"
"1348","北京 - 顺义 - 石园","西辛南区21号楼","西辛南区21号楼","NULL","NULL"
"1349","北京 - 朝阳 - 甜水园","京客隆 肯德基 麦当劳 吉野家 呷莆呷莆 北京图书批发市场","朝阳公园 附近","NULL","NULL"
"1350","NULL","NULL","NULL","NULL","NULL"
"1351","NULL","沙河购物中心","NULL","NULL","NULL"
"1352","北京 - 西城 - 展览路","动物园","动物园","NULL","NULL"
"1353","NULL","中国传媒大学梆子井学生公","NULL","NULL","NULL"
"1354","NULL","欢乐谷","NULL","NULL","NULL"
"1355","NULL","光康家园","NULL","NULL","NULL"
"1356","NULL","北京城区","NULL","NULL","NULL"
"1357","北京 - 丰台","丰台路口","丰台路口","NULL","NULL"
"1358","北京 - 海淀 - 上地","海淀区菊园东站","海淀区菊园东站","NULL","NULL"
"1359","北京 - 顺义 - 其他","前俸伯","xfds","NULL","NULL"
"1360","北京 - 海淀 - 西二旗","海淀区菊园东站","海淀区菊园东站","NULL","NULL"
"1361","NULL","今日时代","NULL","NULL","NULL"
"1362","NULL","建国路88号","NULL","NULL","NULL"
"1363","北京 - 丰台 - 花乡","科丰桥外总部基地外环西路","商务酒店","NULL","NULL"
"1364","北京 - 崇文 - 崇文门","崇文区女子百货三层童装区","崇文区女子百货三层童装区","NULL","NULL"
"1365","北京 - 昌平 - 回龙观","北店嘉园南区","北店嘉园南区","NULL","NULL"
"1366","北京 - 朝阳 - 华威桥","商业区","东三环","NULL","NULL"
"1367","NULL","民族园路2号","NULL","NULL","NULL"
"1368","NULL","兴寿辛庄","NULL","NULL","NULL"
"1369","北京 - 朝阳 - 来广营","广顺桥北欧尚大型超市","欧尚大型超市","NULL","NULL"
"1370","北京 - 西城 - 西单","109婚庆珠宝大楼","109婚庆大楼一层花店","NULL","NULL"
"1371","NULL","西里三区","NULL","NULL","NULL"
"1372","NULL","仁和镇法医街6号","NULL","NULL","NULL"
"1373","NULL","底商","NULL","NULL","NULL"
"1374","NULL","NULL","NULL","NULL","NULL"
"1375","北京 - 昌平","万意百货","万意百货","NULL","NULL"
"1376","北京 - 昌平 - 小汤山","昌平北京太阳城服装学院","昌平北京太阳城服装学院","NULL","NULL"
"1377","北京 - 昌平 - 小汤山","驴肉一条街    查看地图","小汤山","NULL","NULL"
"1378","北京 - 朝阳 - 奥运村","林萃桥京师园北门","林萃桥京师园北门","NULL","NULL"
"1379","NULL","宣武门外大街庄胜南侧","NULL","NULL","NULL"
"1380","NULL","交大东路","NULL","NULL","NULL"
"1381","北京 - 西城 - 阜成门","阜成门天意商场六层饰品店","阜成门天意商场六层饰品店","NULL","NULL"
"1382","北京 - 朝阳 - 望京","朝阳区孙河乡","朝阳区孙河乡","NULL","NULL"
"1383","北京 - 丰台 - 科技园区","看丹桥西","看丹路","NULL","NULL"
"1384","北京 - 平谷 - 平谷镇","二环东路    查看地图","餐饮一条街","NULL","NULL"
"1385","北京 - 通州 - 梨园城铁","淘宝城","淘宝城","NULL","NULL"
"1386","北京 - 朝阳 - 十八里店","吕家营餐饮街","吕家营餐饮街","NULL","NULL"
"1387","北京 - 昌平 - 回龙观","昌平回龙观龙锦苑东二区","昌平回龙观龙锦苑东二区","NULL","NULL"
"1388","北京 - 朝阳 - 国展","国展附近","美甲洗鞋擦鞋一体店转让","NULL","NULL"
"1389","北京 - 朝阳 - 亚运村","慧忠路天阳外贸城","慧忠路天阳外贸城","NULL","NULL"
"1390","NULL","NULL","NULL","NULL","NULL"
"1391","北京 - 顺义 - 南彩","顺义俸伯","顺义俸伯","NULL","NULL"
"1392","北京 - 海淀 - 西三旗","西三旗桥南","西三旗","NULL","NULL"
"1393","北京 - 海淀 - 田村","海淀区廖公庄","海淀区廖公庄","NULL","NULL"
"1394","NULL","NULL","NULL","NULL","NULL"
"1395","NULL","NULL","NULL","NULL","NULL"
"1396","NULL","NULL","NULL","NULL","NULL"
"1397","NULL","NULL","NULL","NULL","NULL"
"1398","北京 - 密云 - 密云","某小区","密云某小区","NULL","NULL"
"1399","北京 - 石景山 - 八角","景阳东街    查看地图","通源电子商城","NULL","NULL"
"1400","北京 - 西城 - 月坛","月坛南街二七剧场路","月坛南街二七剧场路","NULL","NULL"
"1401","北京 - 海淀 - 西三旗","安宁后街    查看地图","安宁佳园","NULL","NULL"
"1402","NULL","义乌国际商贸城五区市场3","NULL","NULL","NULL"
"1403","NULL","NULL","NULL","NULL","NULL"
"1404","NULL","NULL","NULL","NULL","NULL"
"1405","NULL","NULL","NULL","NULL","NULL"
"1406","北京 - 朝阳","垡头市场门口旺地","垡头快餐店","NULL","NULL"
"1407","北京 - 顺义 - 仁和","怡馨家园","顺义","NULL","NULL"
"1408","北京 - 崇文 - 沙子口","崇文区沙子口万朋商城五层","崇文区沙子口万朋商城五层","NULL","NULL"
"1409","NULL","NULL","NULL","NULL","NULL"
"1410","北京 - 东城 - 东四十条","工人体育馆斜对面","工体","NULL","NULL"
"1411","北京 - 西城 - 西单","西四南大街甲105号","西四南大街旺铺","NULL","NULL"
"1412","北京 - 海淀 - 航天桥","校区主路旁小吃街","航天桥东","NULL","NULL"
"1413","北京 - 丰台 - 方庄","方庄环岛东北角","家乐福","NULL","NULL"
"1414","北京 - 顺义 - 光明","博联春风    查看地图","博联春风","NULL","NULL"
"1415","北京 - 西城 - 西直门","动物园附近","金开立德美食城档口","NULL","NULL"
"1416","北京 - 西城 - 西直门","北京动物园正门对面公交枢纽大厦","动物园公交枢纽大厦","NULL","NULL"
"1417","北京 - 朝阳 - 十八里店","老君堂新村","两层","NULL","NULL"
"1418","北京 - 朝阳 - 管庄","朝阳北路","柏林爱乐","NULL","NULL"
"1419","NULL","NULL","NULL","NULL","NULL"
"1420","NULL","NULL","NULL","NULL","NULL"
"1421","NULL","NULL","NULL","NULL","NULL"
"1422","NULL","十里堡明珠花园小区","NULL","NULL","NULL"
"1423","北京 - 昌平 - 立水桥","北方明珠百货","昌平北方明珠百货","NULL","NULL"
"1424","北京 - 崇文 - 沙子口","沙子口万棚4层","沙子口万棚","NULL","NULL"
"1425","北京 - 大兴 - 黄村","大兴黄村青云店镇解州营村","平房","NULL","NULL"
"1426","北京 - 西城 - 西直门","动物园交通枢纽","动物园交通枢纽","NULL","NULL"
"1427","北京 - 顺义 - 胜利","本人用钱  便宜卖了","双兴小区","NULL","NULL"
"1428","北京 - 丰台 - 方庄","新秀商城2楼","新秀商城","NULL","NULL"
"1429","北京 - 海淀 - 上地","上地","低价急转水站","NULL","NULL"
"1430","北京 - 房山 - 房山城关","周边","其它","NULL","NULL"
"1431","北京 - 东城 - 景山","景山前街1号    查看地图","前门故宫景山","NULL","NULL"
"1432","北京 - 昌平 - 天通苑","东三旗","餐馆转让","NULL","NULL"
"1433","北京 - 朝阳","[朝阳  望京] 朝阳区望京中环南路9号    查看地图","ULO PARK悠乐汇","NULL","NULL"
"1434","北京 - 昌平 - 昌平县城","亢山广场旁边","昌平金五星","NULL","NULL"
"1435","北京 - 大兴 - 黄村","北京财经专修学院","北京世纪华联超市","NULL","NULL"
"1436","北京 - 朝阳 - 双井","双井合生国际20-4","双井合生国际","NULL","NULL"
"1437","北京 - 海淀","全国通用","全国","NULL","NULL"
"1438","北京 - 朝阳","双井合生国际20-4","双井合生国际","NULL","NULL"
"1439","北京 - 朝阳 - 定福庄","艺水芳园","艺水芳园","NULL","NULL"
"1440","北京 - 丰台 - 花乡","万年花城","NULL","NULL","NULL"
"1441","NULL","NULL","NULL","NULL","NULL"
"1442","NULL","NULL","NULL","NULL","NULL"
"1443","NULL","NULL","NULL","NULL","NULL"
"1444","NULL","NULL","NULL","NULL","NULL"
"1445","NULL","NULL","NULL","NULL","NULL"
"1446","NULL","百荣国际小商品城四层","NULL","NULL","NULL"
"1447","NULL","NULL","NULL","NULL","NULL"
"1448","NULL","NULL","NULL","NULL","NULL"
"1449","NULL","NULL","NULL","NULL","NULL"
"1450","NULL","游乐园西南门搜狐双子塔西","NULL","NULL","NULL"
"1451","NULL","NULL","NULL","NULL","NULL"
"1452","NULL","NULL","NULL","NULL","NULL"
"1453","NULL","NULL","NULL","NULL","NULL"
"1454","NULL","NULL","NULL","NULL","NULL"
"1455","NULL","动物园","NULL","NULL","NULL"
"1456","NULL","NULL","NULL","NULL","NULL"
"1457","NULL","NULL","NULL","NULL","NULL"
"1458","NULL","NULL","NULL","NULL","NULL"
"1459","NULL","NULL","NULL","NULL","NULL"
"1460","NULL","NULL","NULL","NULL","NULL"
"1461","NULL","淘宝城","NULL","NULL","NULL"
"1462","NULL","详细地址","NULL","NULL","NULL"
"1463","NULL","NULL","NULL","NULL","NULL"
"1464","NULL","NULL","NULL","NULL","NULL"
"1465","NULL","八达岭西三旗桥旁","NULL","NULL","NULL"
"1466","NULL","NULL","NULL","NULL","NULL"
"1467","NULL","NULL","NULL","NULL","NULL"
"1468","NULL","NULL","NULL","NULL","NULL"
"1469","NULL","详细地址","NULL","NULL","NULL"
"1470","NULL","大成路","NULL","NULL","NULL"
"1471","NULL","百子湾路金都杭城","NULL","NULL","NULL"
"1472","NULL","北京西城三不老12号","NULL","NULL","NULL"
"1473","NULL","民族园路2号","NULL","NULL","NULL"
"1474","NULL","德胜门内大街","NULL","NULL","NULL"
"1475","NULL","贵园","NULL","NULL","NULL"
"1476","NULL","祥和乐园小区","NULL","NULL","NULL"
"1477","NULL","珠市口东","NULL","NULL","NULL"
"1478","NULL","NULL","NULL","NULL","NULL"
"1479","NULL","滨河路","NULL","NULL","NULL"
"1480","NULL","燕顺路","NULL","NULL","NULL"
"1481","NULL","青塔","NULL","NULL","NULL"
"1482","NULL","NULL","NULL","NULL","NULL"
"1483","NULL","NULL","NULL","NULL","NULL"
"1484","NULL","苏州街大洋服装城","NULL","NULL","NULL"
"1485","NULL","NULL","NULL","NULL","NULL"
"1486","NULL","NULL","NULL","NULL","NULL"
"1487","NULL","NULL","NULL","NULL","NULL"
"1488","NULL","NULL","NULL","NULL","NULL"
"1489","北京 - 门头沟 - 大峪","上海金山，金山大道888。","上海金山国际贸易城","NULL","NULL"
"1490","北京 - 朝阳 - 亚运村","[朝阳  亚运村] 东小口镇立汤路188号院    查看地图","北方明珠","NULL","NULL"
"1491","北京 - 朝阳 - 北苑","K酷时尚广场","K酷时尚广场","NULL","NULL"
"1492","北京 - 丰台 - 丽泽桥","西站南路南口","丽泽商务写字楼","NULL","NULL"
"1493","北京 - 海淀 - 牡丹园","花园路甲12号    查看地图","逸来顺饭庄","NULL","NULL"
"1494","北京 - 崇文 - 永定门","西革新里    查看地图","崇文区西革新里","NULL","NULL"
"1495","北京 - 密云 - 其他","新中街","新中街","NULL","NULL"
"1496","北京 - 海淀 - 西苑","骚子营","西苑","NULL","NULL"
"1497","北京 - 昌平 - 昌平县城","县医院附近50米","昌平县城县医院","NULL","NULL"
"1498","北京 - 朝阳 - 建外大街","[朝阳  建外大街] 建国门外大街建华南路永安南里    查看地图","地杰.长安驿","NULL","NULL"
"1499","北京 - 朝阳 - 建外大街","[朝阳  建外大街] 建国门外大街建华南路永安南里    查看地图","地杰.长安驿","NULL","NULL"
"1500","北京 - 西城 - 西单","西单明珠","西单明珠","NULL","NULL"
"1501","北京 - 昌平 - 沙河镇","工商银行附近","家常菜馆","NULL","NULL"
"1502","北京 - 崇文 - 花市","[崇文  崇文门] 崇文门外大街新世界商场对面    查看地图","国瑞城","NULL","NULL"
"1503","北京 - 朝阳 - 三元桥","[朝阳  燕莎] 朝阳三元桥曙光西里甲5号    查看地图","凤凰城","NULL","NULL"
"1504","北京 - 朝阳","王四营桥南即到","宏祥捷时尚经典川菜家常菜","NULL","NULL"
"1505","北京 - 东城 - 建国门","东总布胡同    查看地图","居民区","NULL","NULL"
"1506","NULL","NULL","NULL","NULL","NULL"
"1507","NULL","前门","NULL","NULL","NULL"
"1508","NULL","详细地址","NULL","NULL","NULL"
"1509","NULL","双桥地铁站旁","NULL","NULL","NULL"
"1510","NULL","新发地双桥农贸市场","NULL","NULL","NULL"
"1511","NULL","大郊亭桥东","NULL","NULL","NULL"
"1512","NULL","罗庄西里","NULL","NULL","NULL"
"1513","NULL","详细地址","NULL","NULL","NULL"
"1514","NULL","NULL","NULL","NULL","NULL"
"1515","NULL","北路","NULL","NULL","NULL"
"1516","NULL","西三区","NULL","NULL","NULL"
"1517","北京 - 燕郊","燕郊东贸国际底商    查看地图","燕郊东贸国际底商","NULL","NULL"
"1518","北京 - 朝阳 - 朝阳公园","姚家园东家乐福超市后面    查看地图","平房小院","NULL","NULL"
"1519","北京 - 大兴","郝庄子路口","大兴区","NULL","NULL"
"1520","北京 - 朝阳 - 酒仙桥","朝阳区酒仙桥","酒仙桥798艺术园","NULL","NULL"
"1521","北京 - 大兴 - 亦庄","小羊坊","亦庄","NULL","NULL"
"1522","北京 - 朝阳 - 双井","百环家园12号楼","百环家园12号楼","NULL","NULL"
"1523","北京 - 房山 - 长阳","京良路","绿地启航","NULL","NULL"
"1524","北京 - 昌平 - 沙河镇","松兰堡村里十字路口旁。","昌平。沙河镇，","NULL","NULL"
"1525","北京 - 昌平 - 霍营","营业中的霍营城铁出口黄金地段餐馆转让","【营业中的霍营城铁出口黄金地段餐馆转让】","NULL","NULL"
"1526","北京 - 昌平","史各庄","无名","NULL","NULL"
"1527","北京 - 丰台","蒲黄榆","蒲黄榆","NULL","NULL"
"1528","北京 - 大兴 - 其他","黄村","黄村","NULL","NULL"
"1529","北京 - 朝阳 - 西大望路","十里河附近","鸿雁市场","NULL","NULL"
"1530","北京 - 丰台 - 成寿寺","分钟寺燕竹医院对面","分钟寺燕竹医院对面","NULL","NULL"
"1531","北京 - 丰台 - 五里店","大井居委会对面","大井","NULL","NULL"
"1532","北京 - 海淀 - 五道口","五道口金码大夏3层","海淀五道口金码大夏3层","NULL","NULL"
"1533","北京 - 通州 - 马驹桥","马驹桥附近","马驹桥","NULL","NULL"
"1534","北京 - 朝阳 - 来广营","来广营东路，马泉营村","超市","NULL","NULL"
"1535","北京 - 朝阳","七棵树","临街商铺","NULL","NULL"
"1536","北京 - 朝阳 - 亚运村","[朝阳  亚奥] 朝阳安立路68号亚运村    查看地图","阳光广场","NULL","NULL"
"1537","北京 - 东城 - 安定门","安德路甲10“巷上嘉园”    查看地图","东城区安德路甲10“巷上嘉园”","NULL","NULL"
"1538","NULL","上地南口","NULL","NULL","NULL"
"1539","NULL","NULL","NULL","NULL","NULL"
"1540","NULL","NULL","NULL","NULL","NULL"
"1541","NULL","岳各庄批发市场","NULL","NULL","NULL"
"1542","NULL","NULL","NULL","NULL","NULL"
"1543","NULL","商业街","NULL","NULL","NULL"
"1544","NULL","北京市延庆县井庄镇柳沟村","NULL","NULL","NULL"
"1545","NULL","NULL","NULL","NULL","NULL"
"1546","NULL","早市","NULL","NULL","NULL"
"1547","NULL","田府村","NULL","NULL","NULL"
"1548","NULL","燕莎桥西佳艺时尚广场","NULL","NULL","NULL"
"1549","NULL","温都水城文化街金汉府门前","NULL","NULL","NULL"
"1550","NULL","青年路","NULL","NULL","NULL"
"1551","NULL","西里小区","NULL","NULL","NULL"
"1552","NULL","NULL","NULL","NULL","NULL"
"1553","NULL","大成国际中心","NULL","NULL","NULL"
"1554","NULL","NULL","NULL","NULL","NULL"
"1555","NULL","南苑民俗旅游文化街","NULL","NULL","NULL"
"1556","NULL","北里","NULL","NULL","NULL"
"1557","NULL","NULL","NULL","NULL","NULL"
"1558","NULL","NULL","NULL","NULL","NULL"
"1559","NULL","农光里","NULL","NULL","NULL"
"1560","北京 - 丰台","分钟寺","分钟寺新秀城百货","NULL","NULL"
"1561","北京 - 朝阳 - 燕莎","[朝阳  燕莎] 麦子店西路3号    查看地图","新恒基国际大厦","NULL","NULL"
"1562","北京 - 昌平 - 小汤山","讲礼村","泽福商厦","NULL","NULL"
"1563","北京 - 丰台 - 新发地","新发地批发市场附近","新发地","NULL","NULL"
"1564","北京 - 大兴 - 西红门","西红门福兴路","居民楼底商","NULL","NULL"
"1565","北京 - 丰台 - 其他","新华街","新华街一里","NULL","NULL"
"1566","北京 - 丰台 - 木樨园","百荣世贸商城二期百荣国际小商品城","百荣世贸商城","NULL","NULL"
"1567","北京 - 门头沟 - 永定","冯村 冯西园 977路直达冯西园","冯西园饭店","NULL","NULL"
"1568","北京 - 顺义 - 光明","金汉绿港","金汉绿港","NULL","NULL"
"1569","NULL","NULL","NULL","NULL","NULL"
"1570","NULL","NULL","NULL","NULL","NULL"
"1571","NULL","NULL","NULL","NULL","NULL"
"1572","NULL","NULL","NULL","NULL","NULL"
"1573","NULL","NULL","NULL","NULL","NULL"
"1574","NULL","交干院","NULL","NULL","NULL"
"1575","NULL","NULL","NULL","NULL","NULL"
"1576","NULL","NULL","NULL","NULL","NULL"
"1577","NULL","华威七层","NULL","NULL","NULL"
"1578","NULL","NULL","NULL","NULL","NULL"
"1579","NULL","NULL","NULL","NULL","NULL"
"1580","NULL","NULL","NULL","NULL","NULL"
"1581","NULL","NULL","NULL","NULL","NULL"
"1582","NULL","六里屯东联兴市场","NULL","NULL","NULL"
"1583","NULL","NULL","NULL","NULL","NULL"
"1584","NULL","NULL","NULL","NULL","NULL"
"1585","NULL","NULL","NULL","NULL","NULL"
"1586","NULL","天意商城","NULL","NULL","NULL"
"1587","NULL","NULL","NULL","NULL","NULL"
"1588","NULL","NULL","NULL","NULL","NULL"
"1589","NULL","NULL","NULL","NULL","NULL"
"1590","NULL","NULL","NULL","NULL","NULL"
"1591","北京 - 大兴 - 其他","新城镇","坡尔多","NULL","NULL"
"1592","北京 - 朝阳 - 红庙","商业街","朝阳","NULL","NULL"
"1593","北京 - 朝阳 - 红庙","红庙旁","红庙","NULL","NULL"
"1594","北京 - 顺义 - 其他","顺义县城","顺义","NULL","NULL"
"1595","北京 - 丰台 - 北大地","丰体南门","军民园","NULL","NULL"
"1596","北京 - 房山 - 房山城关","好地方","平房","NULL","NULL"
"1597","北京 - 朝阳","邯郸临漳","商业地产项目","NULL","NULL"
"1598","北京 - 朝阳 - 朝青板块","青年公社","NULL","NULL","NULL"
"1599","北京 - 朝阳 - 望京","望京西园","望京西园","NULL","NULL"
"1600","北京 - 朝阳 - 甘露园","民族文化街","朝阳高碑店","NULL","NULL"
"1601","北京 - 昌平","立水桥","明珠百货大厦","NULL","NULL"
"1602","北京 - 西城 - 西四","西四正街繁华地段","小行超市急转有病急需钱。","NULL","NULL"
"1603","北京 - 丰台 - 成寿寺","天宝商场北门对过","商业街商铺","NULL","NULL"
"1604","北京 - 通州 - 其他","果园环岛","通州果园大街","NULL","NULL"
"1605","北京 - 房山 - 良乡","詹庄村","个人房屋","NULL","NULL"
"1606","北京 - 昌平 - 回龙观","万意百货二层","万意百货二层","NULL","NULL"
"1607","北京 - 朝阳 - 北苑","K酷时尚广场","K酷时尚广场","NULL","NULL"
"1608","北京 - 丰台 - 蒲黄榆","二里","烟草店","NULL","NULL"
"1609","北京 - 海淀 - 清河","海淀清河朱房村    查看地图","朱房","NULL","NULL"
"1610","北京 - 石景山","西黄村小区","专业理发店","NULL","NULL"
"1611","北京 - 丰台 - 方庄","分钟寺新秀成百货","分钟寺新秀成","NULL","NULL"
"1612","北京 - 海淀 - 上地","海淀南路硅谷亮城2B316","乐兜儿童成长中心","NULL","NULL"
"1613","北京 - 海淀 - 大钟寺","海淀区联想桥苏宁电器旁边","金五星服装百货批发市场","NULL","NULL"
"1614","北京 - 通州 - 梨园城铁","淘宝城3层壁挂2个","梨园淘宝城","NULL","NULL"
"1615","北京 - 朝阳","北三环","商住","NULL","NULL"
"1616","北京 - 顺义 - 仁和","顺义临河村","顺义临河村","NULL","NULL"
"1617","北京 - 西城 - 西直门","万荣天地 老天乐","万荣天地 老天乐","NULL","NULL"
"1618","北京 - 朝阳 - 劲松","劲松桥南兆佳商场一层","朝阳区劲松桥南兆佳商场一层","NULL","NULL"
"1619","NULL","NULL","NULL","NULL","NULL"
"1620","NULL","NULL","NULL","NULL","NULL"
"1621","NULL","NULL","NULL","NULL","NULL"
"1622","NULL","NULL","NULL","NULL","NULL"
"1623","NULL","NULL","NULL","NULL","NULL"
"1624","NULL","NULL","NULL","NULL","NULL"
"1625","NULL","NULL","NULL","NULL","NULL"
"1626","NULL","NULL","NULL","NULL","NULL"
"1627","NULL","NULL","NULL","NULL","NULL"
"1628","北京 - 昌平 - 天通苑","东二区","天通苑东二区底商","NULL","NULL"
"1629","北京 - 房山 - 其他","滨水雅园    查看地图","滨水雅园","NULL","NULL"
"1630","北京 - 丰台 - 成寿寺","分钟寺","壹叁贰肆壹零柒陆伍扒柒","NULL","NULL"
"1631","北京 - 昌平 - 其他","史各庄","史各庄","NULL","NULL"
"1632","北京 - 昌平 - 回龙观","[昌平  回龙观] 昌平路430    查看地图","新龙城","NULL","NULL"
"1633","北京 - 昌平","回龙观东亚上北","东亚上北","NULL","NULL"
"1634","北京 - 海淀 - 学院路","北京邮电大学南门小吃街","北邮大小吃一条街","NULL","NULL"
"1635","北京 - 大兴 - 西红门","团河路民俗文化街","团河路民俗文化街","NULL","NULL"
"1636","北京 - 海淀 - 白石桥","车公庄西路12号底商","车公庄西路12号底商","NULL","NULL"
"1637","北京 - 海淀 - 四季青","海淀区四季青北坞家园","海淀区四季青北坞家园","NULL","NULL"
"1638","北京 - 密云 - 其他","53","53号大厦","NULL","NULL"
"1639","北京 - 朝阳 - 亚运村","珠江帝景1号楼    查看地图","合生房地产开发有限公司","NULL","NULL"
"1640","北京 - 朝阳 - 朝阳公园","景客隆超市附近    查看地图","甜水主街道","NULL","NULL"
"1641","北京 - 海淀 - 航天桥","工商大学南门","工商大学南门","NULL","NULL"
"1642","北京 - 海淀","紫金长安    查看地图","紫金长安","NULL","NULL"
"1643","北京 - 崇文 - 法华寺","天雅珠宝城","天雅珠宝城","NULL","NULL"
"1644","北京 - 海淀 - 学院路","[海淀  学院路] 学清路甲38号    查看地图","金码大厦","NULL","NULL"
"1645","北京 - 昌平","生命科学园地铁","回龙观小区","NULL","NULL"
"1646","北京 - 朝阳 - 建外大街","朝阳丰联广场地面停车场","朝阳丰联广场地面停车场","NULL","NULL"
"1647","北京 - 崇文 - 永定门","崇文区安乐林路","崇文区安乐林路","NULL","NULL"
"1648","北京 - 丰台 - 赵公口","沙子口路","富莱因小区","NULL","NULL"
"1649","北京 - 大兴 - 黄村","枣园","黄村","NULL","NULL"
"1650","北京 - 丰台 - 花乡","夏家胡同    查看地图","夏爱胡同育芳园","NULL","NULL"
"1651","北京 - 朝阳 - 大屯","朝阳区慧忠北里第五大道","朝阳区慧忠北里第五大道","NULL","NULL"
"1652","北京 - 朝阳 - 亚运村","慧忠北里第五大道","慧忠北里第五大道","NULL","NULL"
"1653","北京 - 顺义","泗上桥","私人四合院","NULL","NULL"
"1654","北京 - 顺义 - 胜利","北京市顺义区幸福西区底商","北京市顺义区幸福西区底商","NULL","NULL"
"1655","北京 - 顺义 - 后沙峪","泗上桥","私人四合院","NULL","NULL"
"1656","NULL","NULL","NULL","NULL","NULL"
"1657","NULL","手帕口北街商铺店铺酸辣粉","NULL","NULL","NULL"
"1658","NULL","NULL","NULL","NULL","NULL"
"1659","NULL","NULL","NULL","NULL","NULL"
"1660","NULL","E世界","NULL","NULL","NULL"
"1661","NULL","NULL","NULL","NULL","NULL"
"1662","NULL","阜通东大街","NULL","NULL","NULL"
"1663","NULL","NULL","NULL","NULL","NULL"
"1664","NULL","NULL","NULL","NULL","NULL"
"1665","NULL","马连道红连北里","NULL","NULL","NULL"
"1666","NULL","NULL","NULL","NULL","NULL"
"1667","NULL","NULL","NULL","NULL","NULL"
"1668","北京 - 丰台 - 西客站","西站南路太平桥    查看地图","太平桥","NULL","NULL"
"1669","NULL","永外大街128号","NULL","NULL","NULL"
"1670","NULL","NULL","NULL","NULL","NULL"
"1671","NULL","NULL","NULL","NULL","NULL"
"1672","NULL","NULL","NULL","NULL","NULL"
"1673","北京 - 丰台 - 六里桥","丰台六里桥天秀商城","丰台六里桥天秀商城","NULL","NULL"
"1674","北京 - 西城 - 西单","西城西单新一代商场","西城西单新一代商场","NULL","NULL"
"1675","北京 - 燕郊","上上城五期","NULL","NULL","NULL"
"1676","北京 - 西城 - 西四","新一代商场","新一代商场","NULL","NULL"
"1677","北京 - 通州 - 梨园","京通汽配城","京通汽配城","NULL","NULL"
"1678","NULL","NULL","NULL","NULL","NULL"
"1679","NULL","NULL","NULL","NULL","NULL"
"1680","NULL","NULL","NULL","NULL","NULL"
"1681","NULL","NULL","NULL","NULL","NULL"
"1682","NULL","花家地","NULL","NULL","NULL"
"1683","NULL","NULL","NULL","NULL","NULL"
"1684","NULL","双井合生国际","NULL","NULL","NULL"
"1685","NULL","义乌国际商贸城五区三楼","NULL","NULL","NULL"
"1686","NULL","NULL","NULL","NULL","NULL"
"1687","NULL","NULL","NULL","NULL","NULL"
"1688","NULL","详细地址","NULL","NULL","NULL"
"1689","NULL","交道1街","NULL","NULL","NULL"
"1690","NULL","果园大街49号","NULL","NULL","NULL"
"1691","NULL","北苑家园","NULL","NULL","NULL"
"1692","NULL","通州区中国•宋庄画家村","NULL","NULL","NULL"
"1693","NULL","桥北100米路东","NULL","NULL","NULL"
"1694","NULL","NULL","NULL","NULL","NULL"
"1695","NULL","NULL","NULL","NULL","NULL"
"1696","NULL","NULL","NULL","NULL","NULL"
"1697","NULL","北京西长安街永定路88号","NULL","NULL","NULL"
"1698","NULL","NULL","NULL","NULL","NULL"
"1699","NULL","交道一街","NULL","NULL","NULL"
"1700","NULL","详细地址","NULL","NULL","NULL"
"1701","NULL","NULL","NULL","NULL","NULL"
"1702","NULL","东里208-1","NULL","NULL","NULL"
"1703","NULL","详细地址","NULL","NULL","NULL"
"1704","NULL","NULL","NULL","NULL","NULL"
"1705","NULL","珠江御景小区北门","NULL","NULL","NULL"
"1706","NULL","NULL","NULL","NULL","NULL"
"1707","NULL","嘉园三里","NULL","NULL","NULL"
"1708","NULL","大屯","NULL","NULL","NULL"
"1709","NULL","文化街","NULL","NULL","NULL"
"1710","NULL","交道1街","NULL","NULL","NULL"
"1711","NULL","南大街","NULL","NULL","NULL"
"1712","NULL","[朝阳 国贸] 东三环中","NULL","NULL","NULL"
"1713","NULL","国瑞城","NULL","NULL","NULL"
"1714","NULL","沙河","NULL","NULL","NULL"
"1715","NULL","政府大街","NULL","NULL","NULL"
"1716","NULL","五孔桥","NULL","NULL","NULL"
"1717","NULL","朝阳区大望路万达广场","NULL","NULL","NULL"
"1718","北京 - 西城 - 西单","77街购物中心","77街购物中心","NULL","NULL"
"1719","北京 - 丰台 - 木樨园","北京大红门新世纪三楼1J06号    查看地图","北京大红门新世纪三楼1J06号","NULL","NULL"
"1720","北京 - 石景山 - 苹果园","南路东口    查看地图","喜隆多商场","NULL","NULL"
"1721","北京 - 海淀 - 五道口","[海淀  学院路] 学清路甲38号    查看地图","金码大厦","NULL","NULL"
"1722","北京 - 丰台 - 青塔","大成路，大成南里小区21号楼","大成南里","NULL","NULL"
